57.6863,276.34961
28.8432,274.72984
14.4216,272.91307
7.21079,271.47181
3.60539,269.32762
3.24485,269.53650
2.92037,268.41197
2.62833,267.79898
2.36550,267.55544
2.12895,266.99318
1.91605,266.86258
1.72445,263.90234
1.55200,259.72620
1.39680,260.67306
1.25712,262.76457
1.13141,259.38755
1.01827,255.96796
0.91644,256.33563
0.82480,253.80206
0.78356,258.03175
0.74438,251.95217
0.70716,248.28566
0.67180,251.78916
0.63821,248.24287
0.60630,243.91690
0.57599,244.71710
0.54719,246.23363
0.51983,243.89330
0.49384,233.07709
0.46915,231.35097
0.44569,237.07866
0.42340,229.52712
0.40223,223.54043
0.38212,220.00549
0.36302,215.42232
0.34486,215.99519
0.32762,212.22168
0.31124,215.61909
0.29568,210.34733
0.28089,204.87597
0.26685,202.04175
0.25351,198.20336
0.24083,199.75326
0.22879,199.38946
0.21735,194.88588
0.20648,186.57650
0.19616,187.71095
0.18635,183.72816
0.17703,179.05614
0.16818,176.49656
0.15977,173.40930
0.15178,172.75175
0.14420,173.38114
0.13699,169.26893
0.13014,166.95975
0.12363,165.66787
0.11745,162.42233
0.11158,159.33956
0.10600,157.85452
0.10070,157.30793
0.09566,155.38648
0.09088,154.75366
0.08633,152.53171
0.08202,153.11328
0.07792,152.42474
0.07402,152.33006
0.07032,151.56912
0.06680,149.65609
0.06346,148.01571
0.06029,146.88190
0.05728,145.99617
0.05441,145.35811
0.05169,143.01728
0.04911,142.33548
0.04665,142.09246
0.04432,141.37886
0.04210,140.12970
0.04000,138.67125
0.03800,138.46465
0.03610,138.35887
0.03429,137.78393
0.03258,137.35969
0.03095,136.76921
0.02940,136.10124
0.02793,135.68256
0.02654,135.56974
0.02521,135.57618
0.02395,135.63150
0.02275,135.58606
0.02161,135.35450
0.02053,135.17791
0.01951,134.84248
0.01853,134.44630
0.01760,134.36895
0.01672,134.35819
0.01589,134.17040
0.01509,133.86670
0.01434,133.51102
0.01362,133.33179
0.01294,133.15443
0.01229,132.96490
0.01168,132.86244
0.01110,132.80815
0.01054,132.52322
0.01001,132.49402
0.00951,132.51337
0.00904,132.44743
0.00859,132.39234
0.00816,132.38756
0.00775,132.32590
0.00736,132.16554
0.00699,132.02581
0.00664,131.99840
0.00631,131.91045
0.00600,131.92388
0.00570,131.85600
0.00541,131.82328
0.00514,131.78859
0.00488,131.73527
0.00464,131.76424
0.00441,131.73805
0.00419,131.72243
0.00398,131.73985
0.00318,131.67475
0.00255,131.65434
0.00204,131.63856
0.00163,131.61416
0.00130,131.61589
0.00104,131.61722
0.00083,131.61390
0.00067,131.61420
0.00053,131.61448
0.00000,131.61516
