812.375,10631.08331
406.188,10660.89410
203.094,10646.19035
101.547,10615.51185
50.7734,10599.82344
25.3867,10563.57628
12.6934,10524.29356
11.4240,10489.61335
10.2816,10458.68355
9.25346,10472.05653
8.32812,10448.98804
7.49530,10429.93862
6.74577,10405.70385
6.07120,10344.20241
5.46408,10332.35396
4.91767,10299.58702
4.42590,10258.45907
3.98331,10196.46267
3.58498,10146.91228
3.22648,10141.63571
3.06516,10061.52861
2.91190,10047.12174
2.76631,9973.33808
2.62799,9894.14429
2.49659,9858.78653
2.37176,9794.04582
2.25317,9713.46533
2.14051,9597.28497
2.03349,9547.80088
1.93181,9290.72489
1.83522,8981.56437
1.74346,8663.09517
1.65629,8435.14492
1.57348,8043.63162
1.49480,7654.34139
1.42006,7167.82853
1.34906,6839.87673
1.28161,6677.01076
1.21753,6434.73788
1.15665,6219.68057
1.09882,6029.06358
1.04388,5919.72994
0.99168,5755.79940
0.94210,5631.85512
0.89499,5480.48284
0.85024,5303.80742
0.80773,5109.75927
0.76734,4964.54414
0.72898,4822.54764
0.69253,4685.19238
0.65790,4559.16855
0.62501,4450.22172
0.59376,4321.64978
0.56407,4222.88237
0.53587,4121.97681
0.50907,4031.44530
0.48362,3967.47185
0.45944,3860.75243
0.43647,3806.46168
0.41464,3737.10400
0.39391,3653.55396
0.37421,3596.14765
0.35550,3539.39758
0.33773,3504.99276
0.32084,3466.52647
0.30480,3420.64196
0.28956,3389.70022
0.27508,3331.49234
0.26133,3285.75518
0.24826,3242.52102
0.23585,3209.61718
0.22406,3181.02829
0.21285,3149.45182
0.20221,3121.49651
0.19210,3101.01705
0.18250,3071.81862
0.17337,3040.75220
0.16470,3016.15811
0.15647,2991.76159
0.14864,2978.04343
0.14121,2958.05641
0.13415,2942.15840
0.12744,2923.27564
0.12107,2908.33542
0.11502,2899.58279
0.10927,2880.91976
0.10380,2868.66948
0.09861,2852.71158
0.09368,2836.89418
0.08900,2830.29107
0.08455,2820.62815
0.08032,2801.40062
0.07630,2793.00150
0.07249,2785.58181
0.06887,2774.91757
0.06542,2765.76487
0.06215,2760.59050
0.05904,2759.12499
0.05609,2749.67505
0.05329,2738.41468
0.05062,2732.67828
0.04809,2727.81458
0.04569,2721.30493
0.04340,2718.08977
0.04123,2713.48453
0.03917,2708.02688
0.03721,2704.52144
0.03535,2699.45962
0.03358,2695.46400
0.03190,2690.95961
0.03031,2688.31233
0.02879,2688.23324
0.02735,2684.31073
0.02599,2681.64850
0.02469,2677.24087
0.02345,2674.01735
0.02228,2671.65772
0.02117,2668.81704
0.02011,2667.50361
0.01910,2665.38126
0.01815,2663.36662
0.01724,2662.37578
0.01638,2660.78271
0.01556,2659.41501
0.01478,2657.80746
0.01404,2656.41759
0.01334,2655.22043
0.01067,2652.79803
0.00854,2649.86564
0.00683,2648.34448
0.00546,2647.02489
0.00437,2646.22158
0.00350,2645.78608
0.00280,2645.39812
0.00224,2645.29517
0.00179,2645.25533
0.00143,2645.19741
0.00115,2645.15312
0.00092,2645.13168
0.00000,2645.12565
